<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RTSI;60;06/06/19;15:00;1317.7000000;1320.4100000;1316.6500000;1319.1300000;55940919
RTSI;60;06/06/19;16:00;1319.0900000;1319.1600000;1314.9000000;1315.3800000;56250518
RTSI;60;06/06/19;17:00;1315.4300000;1318.0200000;1314.9900000;1317.1000000;61388419
RTSI;60;06/06/19;18:00;1317.1300000;1319.8500000;1316.1500000;1319.8500000;87135892
RTSI;60;07/06/19;10:00;1326.7400000;1327.9600000;1321.9500000;1325.0800000;171981432
RTSI;60;07/06/19;11:00;1325.0800000;1325.1200000;1320.6800000;1321.6900000;71649484
RTSI;60;07/06/19;12:00;1321.6900000;1324.3700000;1321.5900000;1323.0600000;52394238
RTSI;60;07/06/19;13:00;1323.0200000;1323.5700000;1321.3300000;1321.7400000;46689778
RTSI;60;07/06/19;14:00;1321.7100000;1322.9400000;1321.4400000;1321.4900000;60962193
RTSI;60;07/06/19;15:00;1321.4900000;1326.0900000;1320.4800000;1324.6600000;114501144
RTSI;60;07/06/19;16:00;1324.6100000;1328.5800000;1323.7000000;1327.3700000;98184545
RTSI;60;07/06/19;17:00;1327.3700000;1330.4100000;1326.9500000;1329.1700000;119794933
RTSI;60;07/06/19;18:00;1329.1100000;1329.3100000;1325.7300000;1325.9500000;100352835
RTSI;60;10/06/19;10:00;1329.0100000;1333.6800000;1327.9800000;1331.6600000;118820001
RTSI;60;10/06/19;11:00;1331.6600000;1333.7400000;1330.1000000;1330.3600000;64475804
RTSI;60;10/06/19;12:00;1330.3700000;1331.9800000;1327.1500000;1327.3100000;69662367
RTSI;60;10/06/19;13:00;1327.3200000;1331.6400000;1326.9400000;1330.7300000;44908302
RTSI;60;10/06/19;14:00;1330.8200000;1332.9800000;1330.6600000;1331.9400000;54013188
RTSI;60;10/06/19;15:00;1332.0400000;1337.1300000;1330.5800000;1336.7500000;79410727
RTSI;60;10/06/19;16:00;1336.7300000;1337.6300000;1331.2100000;1331.8600000;90801293
RTSI;60;10/06/19;17:00;1331.9100000;1335.2000000;1329.9500000;1334.7200000;84884841
RTSI;60;10/06/19;18:00;1334.6700000;1335.7100000;1331.8900000;1335.7100000;114172341
RTSI;60;11/06/19;10:00;1322.7600000;1333.1700000;1322.4200000;1332.3600000;176163629
RTSI;60;11/06/19;11:00;1332.3400000;1337.5800000;1331.7900000;1336.1700000;120186561
RTSI;60;11/06/19;12:00;1336.0300000;1347.8300000;1335.7900000;1345.9500000;152403024
RTSI;60;11/06/19;13:00;1345.8200000;1346.5200000;1340.7700000;1341.3900000;93407321
RTSI;60;11/06/19;14:00;1341.4900000;1344.8200000;1341.4500000;1343.6600000;56694820
RTSI;60;11/06/19;15:00;1343.6000000;1345.2000000;1342.7600000;1344.4000000;65390862
RTSI;60;11/06/19;16:00;1344.3800000;1346.1500000;1340.4000000;1340.4000000;86883221
RTSI;60;11/06/19;17:00;1340.4300000;1341.3100000;1336.3900000;1338.2000000;114127108
RTSI;60;11/06/19;18:00;1337.8400000;1343.3300000;1337.4000000;1343.3300000;108137677
RTSI;60;13/06/19;10:00;1339.9200000;1341.6100000;1332.7200000;1339.7200000;219163169
RTSI;60;13/06/19;11:00;1339.8100000;1343.9900000;1336.4900000;1342.2000000;121216387
RTSI;60;13/06/19;12:00;1342.2000000;1345.4800000;1341.3700000;1343.4800000;93993966
RTSI;60;13/06/19;13:00;1343.5200000;1343.5800000;1341.0100000;1342.1400000;74281513
RTSI;60;13/06/19;14:00;1342.1700000;1342.4400000;1339.9500000;1342.4200000;60700872
RTSI;60;13/06/19;15:00;1342.4300000;1343.6400000;1340.7700000;1341.3300000;59452453
RTSI;60;13/06/19;16:00;1341.3300000;1344.3400000;1340.2200000;1344.2600000;83418648
RTSI;60;13/06/19;17:00;1344.2900000;1346.1900000;1343.6100000;1344.8400000;96564701
RTSI;60;13/06/19;18:00;1344.8200000;1346.9800000;1343.7700000;1346.9800000;126739060
RTSI;60;14/06/19;10:00;1344.5400000;1352.7300000;1343.3400000;1352.7100000;144158560
RTSI;60;14/06/19;11:00;1352.6700000;1356.0600000;1350.1500000;1350.5200000;99321651
RTSI;60;14/06/19;12:00;1350.5800000;1352.1600000;1347.3900000;1348.0300000;70107947
RTSI;60;14/06/19;13:00;1348.0300000;1351.6800000;1347.5600000;1350.2200000;45461496
RTSI;60;14/06/19;14:00;1350.2300000;1351.9200000;1348.4100000;1349.8400000;58372247
RTSI;60;14/06/19;15:00;1349.7300000;1349.7300000;1346.1200000;1346.1500000;57428993
RTSI;60;14/06/19;16:00;1346.1400000;1346.4800000;1342.3500000;1342.6300000;70798912
RTSI;60;14/06/19;17:00;1342.6800000;1343.7800000;1341.0600000;1343.6600000;64004574
RTSI;60;14/06/19;18:00;1343.7200000;1344.6600000;1341.0500000;1341.0500000;99921672
RTSI;60;17/06/19;10:00;1339.7800000;1343.8100000;1336.3200000;1341.4000000;103683250
RTSI;60;17/06/19;11:00;1341.3900000;1345.1700000;1340.4000000;1342.3600000;68700151
RTSI;60;17/06/19;12:00;1342.4500000;1344.8000000;1340.0900000;1340.5200000;58382300
RTSI;60;17/06/19;13:00;1340.5600000;1349.3600000;1340.5200000;1346.9400000;83638062
RTSI;60;17/06/19;14:00;1346.9600000;1351.0400000;1345.9200000;1349.3600000;75680591
RTSI;60;17/06/19;15:00;1349.3600000;1350.0000000;1345.7800000;1347.3500000;49662902
RTSI;60;17/06/19;16:00;1347.3500000;1349.1300000;1344.3300000;1348.5300000;66065326
RTSI;60;17/06/19;17:00;1348.4900000;1350.1100000;1346.2900000;1346.6600000;64940006
RTSI;60;17/06/19;18:00;1346.6700000;1347.6700000;1340.9000000;1340.9000000;112398101
RTSI;60;18/06/19;10:00;1337.8600000;1340.6900000;1336.7900000;1338.5900000;100234762
RTSI;60;18/06/19;11:00;1338.6100000;1345.2900000;1337.9000000;1342.5300000;87636346
RTSI;60;18/06/19;12:00;1342.5100000;1344.1600000;1339.5500000;1341.0800000;64536428
RTSI;60;18/06/19;13:00;1341.0800000;1341.2000000;1334.5600000;1340.0800000;64393107
RTSI;60;18/06/19;14:00;1340.0800000;1344.0800000;1339.3700000;1343.7900000;47746665
RTSI;60;18/06/19;15:00;1343.6600000;1346.5300000;1342.5600000;1345.3000000;53786811
RTSI;60;18/06/19;16:00;1345.3300000;1355.9400000;1345.0800000;1355.1600000;98353471
RTSI;60;18/06/19;17:00;1355.1700000;1358.4900000;1352.9200000;1357.9200000;91802856
RTSI;60;18/06/19;18:00;1357.9300000;1359.6300000;1354.5400000;1359.2300000;114664875
RTSI;60;19/06/19;10:00;1365.0500000;1366.4900000;1358.4000000;1362.8700000;136411050
RTSI;60;19/06/19;11:00;1362.9100000;1365.2100000;1358.1500000;1359.5300000;77634473
RTSI;60;19/06/19;12:00;1359.6300000;1361.0600000;1356.5200000;1356.5200000;53366174
RTSI;60;19/06/19;13:00;1356.5200000;1359.2200000;1355.2500000;1357.0200000;56408397
RTSI;60;19/06/19;14:00;1357.0100000;1357.0800000;1353.8700000;1355.8300000;56067376
RTSI;60;19/06/19;15:00;1355.8700000;1358.5800000;1355.5600000;1356.7800000;47412763
RTSI;60;19/06/19;16:00;1356.7900000;1357.1300000;1354.7700000;1356.3400000;61072848
RTSI;60;19/06/19;17:00;1356.4100000;1358.7000000;1356.3800000;1358.5700000;45164594
RTSI;60;19/06/19;18:00;1358.6400000;1361.1400000;1357.7400000;1361.1400000;91503855
RTSI;60;20/06/19;10:00;1362.5200000;1378.7400000;1362.5200000;1378.7000000;188676773
RTSI;60;20/06/19;11:00;1378.7700000;1384.4500000;1378.3400000;1380.9700000;126513529
RTSI;60;20/06/19;12:00;1380.9400000;1383.1200000;1380.4600000;1381.0900000;65046311
RTSI;60;20/06/19;13:00;1381.1200000;1382.5100000;1379.5900000;1380.6300000;69015343
RTSI;60;20/06/19;14:00;1380.6100000;1385.2000000;1380.5900000;1381.9100000;71697279
RTSI;60;20/06/19;15:00;1381.9300000;1391.0200000;1381.9300000;1388.4700000;278297873
RTSI;60;20/06/19;16:00;1388.3600000;1390.4500000;1386.2500000;1390.3500000;105525396
RTSI;60;20/06/19;17:00;1390.3100000;1391.7200000;1387.9100000;1388.8700000;105900642
RTSI;60;20/06/19;18:00;1388.7500000;1391.2100000;1386.8600000;1391.2100000;124572638
RTSI;60;21/06/19;10:00;1390.8600000;1390.8600000;1380.9900000;1384.5800000;106447575
RTSI;60;21/06/19;11:00;1384.6200000;1385.6300000;1380.7100000;1383.2000000;67025031
RTSI;60;21/06/19;12:00;1383.1100000;1384.3500000;1379.4500000;1380.4200000;51066436
RTSI;60;21/06/19;13:00;1380.3900000;1385.1800000;1379.9600000;1384.6000000;37099157
RTSI;60;21/06/19;14:00;1384.6000000;1384.9600000;1365.4800000;1373.3200000;180432079
RTSI;60;21/06/19;15:00;1373.3500000;1378.1100000;1372.0600000;1372.4100000;54369850
RTSI;60;21/06/19;16:00;1372.3900000;1377.1500000;1371.6800000;1375.6200000;55452472
RTSI;60;21/06/19;17:00;1375.6200000;1376.5500000;1372.6900000;1372.7000000;66151047
RTSI;60;21/06/19;18:00;1372.5800000;1375.0200000;1368.9900000;1375.0200000;367029309
RTSI;60;24/06/19;10:00;1381.9700000;1387.1800000;1381.8500000;1383.9700000;91354778
RTSI;60;24/06/19;11:00;1383.9700000;1389.5200000;1383.9700000;1388.8800000;54517567
RTSI;60;24/06/19;12:00;1389.0000000;1389.3200000;1386.0900000;1387.0900000;40524554
RTSI;60;24/06/19;13:00;1387.1100000;1388.3500000;1386.4800000;1387.7800000;38122609
RTSI;60;24/06/19;14:00;1387.7500000;1388.2800000;1383.9800000;1385.5900000;43624162
RTSI;60;24/06/19;15:00;1385.6000000;1388.1200000;1384.9600000;1387.7000000;42863262
RTSI;60;24/06/19;16:00;1387.7000000;1387.8300000;1381.4000000;1381.8800000;54261216
RTSI;60;24/06/19;17:00;1381.8700000;1383.9100000;1380.9200000;1383.8300000;53243954
RTSI;60;24/06/19;18:00;1383.8400000;1387.0600000;1383.6100000;1387.0600000;70638366
RTSI;60;25/06/19;10:00;1389.4100000;1392.9000000;1385.1700000;1385.2900000;84133474
RTSI;60;25/06/19;11:00;1385.1000000;1385.9100000;1378.5600000;1378.6200000;104584162
RTSI;60;25/06/19;12:00;1378.5900000;1380.8700000;1375.7200000;1377.7500000;67706455
RTSI;60;25/06/19;13:00;1377.7600000;1378.8400000;1375.7300000;1378.7900000;41572453
RTSI;60;25/06/19;14:00;1378.7900000;1380.5600000;1376.8100000;1379.0500000;27636178
RTSI;60;25/06/19;15:00;1379.0600000;1379.2000000;1377.0300000;1378.7800000;36414360
RTSI;60;25/06/19;16:00;1378.8700000;1380.2500000;1374.7900000;1374.8900000;52909000
RTSI;60;25/06/19;17:00;1374.9000000;1376.9400000;1373.1500000;1375.3000000;52354123
RTSI;60;25/06/19;18:00;1375.3700000;1380.8700000;1374.4200000;1380.8700000;86916038
RTSI;60;26/06/19;10:00;1380.5500000;1385.1300000;1379.0200000;1384.8500000;93364901
RTSI;60;26/06/19;11:00;1384.8900000;1387.2200000;1382.9100000;1382.9700000;89266624
RTSI;60;26/06/19;12:00;1382.9600000;1386.5100000;1381.6400000;1382.0300000;61483742
RTSI;60;26/06/19;13:00;1382.0300000;1382.5300000;1379.1600000;1381.1300000;44431567
RTSI;60;26/06/19;14:00;1381.1100000;1382.8600000;1380.4100000;1381.4500000;31468531
RTSI;60;26/06/19;15:00;1381.4800000;1383.5700000;1378.0000000;1378.9100000;43851402
RTSI;60;26/06/19;16:00;1378.9700000;1382.7700000;1376.8900000;1381.5700000;52934335
RTSI;60;26/06/19;17:00;1381.5900000;1387.8700000;1381.3200000;1387.8700000;103335006
RTSI;60;26/06/19;18:00;1387.8600000;1388.9300000;1386.2500000;1386.6300000;97510719
RTSI;60;27/06/19;10:00;1386.3800000;1396.1900000;1386.3800000;1394.7200000;112250443
RTSI;60;27/06/19;11:00;1394.7500000;1395.6700000;1384.4600000;1386.9200000;91787952
RTSI;60;27/06/19;12:00;1386.9100000;1386.9800000;1382.9100000;1384.6000000;56407022
RTSI;60;27/06/19;13:00;1384.5900000;1385.1100000;1380.8800000;1384.9800000;33861545
RTSI;60;27/06/19;14:00;1384.9700000;1386.5600000;1383.7500000;1384.9700000;32824408
RTSI;60;27/06/19;15:00;1384.9800000;1386.2100000;1383.1100000;1385.4200000;33218398
RTSI;60;27/06/19;16:00;1385.4200000;1390.7100000;1384.7200000;1387.5900000;106796220
RTSI;60;27/06/19;17:00;1387.5800000;1389.2900000;1386.4200000;1388.1100000;55998142
RTSI;60;27/06/19;18:00;1388.1000000;1389.2700000;1387.0800000;1388.0700000;79718172
RTSI;60;28/06/19;10:00;1387.7700000;1392.1700000;1384.9900000;1389.0100000;116867908
RTSI;60;28/06/19;11:00;1389.4200000;1390.2000000;1386.7400000;1388.8500000;59332821
RTSI;60;28/06/19;12:00;1388.8500000;1392.1600000;1388.0000000;1390.1300000;53615522
RTSI;60;28/06/19;13:00;1390.1500000;1391.6100000;1389.3600000;1389.9400000;37006190
RTSI;60;28/06/19;14:00;1389.9500000;1390.5900000;1388.6200000;1389.2600000;48124356
RTSI;60;28/06/19;15:00;1389.3200000;1393.4600000;1388.1400000;1393.3600000;75372772
RTSI;60;28/06/19;16:00;1393.3900000;1393.6300000;1387.0400000;1387.8300000;60946991
RTSI;60;28/06/19;17:00;1387.9000000;1388.3500000;1381.5800000;1381.5800000;79603413
RTSI;60;28/06/19;18:00;1381.5200000;1382.4300000;1380.0600000;1380.5200000;132650579
RTSI;60;01/07/19;10:00;1387.8700000;1396.6000000;1387.2300000;1390.7200000;116997967
RTSI;60;01/07/19;11:00;1390.7000000;1394.7800000;1390.0400000;1393.6700000;85057415
RTSI;60;01/07/19;12:00;1393.7600000;1395.7200000;1392.1300000;1394.9400000;92340110
RTSI;60;01/07/19;13:00;1394.9800000;1401.8400000;1394.3700000;1400.9600000;132930679
RTSI;60;01/07/19;14:00;1400.8400000;1406.1700000;1399.4400000;1404.7800000;113564857
RTSI;60;01/07/19;15:00;1404.7500000;1407.8300000;1403.6900000;1407.5200000;69734712
RTSI;60;01/07/19;16:00;1407.4100000;1409.7600000;1404.8400000;1405.4100000;104866498
RTSI;60;01/07/19;17:00;1405.6500000;1407.8000000;1404.6100000;1406.2500000;84747421
RTSI;60;01/07/19;18:00;1406.2300000;1406.5400000;1401.6400000;1401.6400000;80216741
RTSI;60;02/07/19;10:00;1402.2600000;1405.4000000;1393.7300000;1394.1700000;124512419
RTSI;60;02/07/19;11:00;1394.1100000;1397.0200000;1392.1200000;1393.5200000;83552080
RTSI;60;02/07/19;12:00;1393.4900000;1394.0300000;1391.0800000;1393.7400000;49289468
RTSI;60;02/07/19;13:00;1393.7100000;1395.1200000;1392.9700000;1394.1300000;37426288
RTSI;60;02/07/19;14:00;1394.1800000;1395.6700000;1392.4800000;1394.9300000;33019611
RTSI;60;02/07/19;15:00;1394.9400000;1396.1500000;1393.3900000;1394.0100000;42943718
RTSI;60;02/07/19;16:00;1394.0000000;1395.8800000;1392.6300000;1395.0300000;54654965
RTSI;60;02/07/19;17:00;1395.0300000;1398.4300000;1393.4100000;1396.8600000;72972675
RTSI;60;02/07/19;18:00;1396.8300000;1398.2600000;1393.7200000;1398.2600000;91292558
RTSI;60;03/07/19;10:00;1397.3800000;1399.4400000;1389.4700000;1398.9800000;160588205
RTSI;60;03/07/19;11:00;1399.0600000;1402.3000000;1398.2200000;1400.5200000;90946397
RTSI;60;03/07/19;12:00;1400.5100000;1402.3100000;1399.1400000;1399.4700000;56440003
RTSI;60;03/07/19;13:00;1399.4100000;1402.4500000;1397.8500000;1401.3600000;53942203
RTSI;60;03/07/19;14:00;1401.3700000;1402.3400000;1398.9100000;1399.2800000;40659747
RTSI;60;03/07/19;15:00;1399.3700000;1399.3700000;1395.8200000;1398.4800000;72891752
RTSI;60;03/07/19;16:00;1398.5100000;1400.9400000;1396.8300000;1397.3600000;71231727
RTSI;60;03/07/19;17:00;1397.3000000;1401.2600000;1397.2100000;1398.9900000;71541878
RTSI;60;03/07/19;18:00;1399.0100000;1401.5200000;1398.6000000;1401.5200000;99336756
RTSI;60;04/07/19;10:00;1402.9100000;1404.3400000;1399.2200000;1402.4200000;138086866
RTSI;60;04/07/19;11:00;1402.4300000;1404.6600000;1400.5500000;1404.1900000;117396670
RTSI;60;04/07/19;12:00;1404.3100000;1406.2500000;1403.1500000;1403.6800000;74763104
RTSI;60;04/07/19;13:00;1403.6800000;1405.1300000;1401.8600000;1402.4700000;71164831
RTSI;60;04/07/19;14:00;1402.4300000;1405.4600000;1401.4500000;1405.0400000;56101637
RTSI;60;04/07/19;15:00;1405.0400000;1407.4200000;1404.9900000;1406.5500000;53801539
RTSI;60;04/07/19;16:00;1406.5500000;1408.0900000;1405.9700000;1407.9300000;47860187
RTSI;60;04/07/19;17:00;1407.9600000;1409.5000000;1407.2900000;1409.0000000;78124809
RTSI;60;04/07/19;18:00;1409.0400000;1411.5300000;1408.9900000;1411.5300000;103994502
RTSI;60;05/07/19;10:00;1411.9500000;1412.9700000;1407.3300000;1409.5900000;147538663
RTSI;60;05/07/19;11:00;1409.5700000;1411.6900000;1406.3600000;1407.5400000;77718565
RTSI;60;05/07/19;12:00;1407.5000000;1408.0500000;1405.5600000;1406.5400000;66228355
RTSI;60;05/07/19;13:00;1406.5500000;1409.3300000;1406.3900000;1409.0100000;55518591
RTSI;60;05/07/19;14:00;1409.0400000;1410.0700000;1407.1800000;1408.2500000;47613876
RTSI;60;05/07/19;15:00;1408.2500000;1408.6500000;1400.2700000;1400.2700000;76265926
RTSI;60;05/07/19;16:00;1400.2800000;1402.9600000;1397.8600000;1399.9500000;63687207
RTSI;60;05/07/19;17:00;1399.9300000;1401.4800000;1398.0600000;1399.6200000;63607779
RTSI;60;05/07/19;18:00;1399.5800000;1399.7000000;1397.2900000;1398.7500000;96329264
RTSI;60;08/07/19;10:00;1390.6500000;1390.6500000;1384.0500000;1386.3600000;151612542
RTSI;60;08/07/19;11:00;1386.4700000;1389.9600000;1386.2900000;1388.1100000;53185040
RTSI;60;08/07/19;12:00;1388.1500000;1392.6200000;1387.9300000;1391.9600000;78537983
RTSI;60;08/07/19;13:00;1391.9500000;1393.3900000;1390.8900000;1391.9400000;59160914
RTSI;60;08/07/19;14:00;1391.9700000;1394.5000000;1390.8200000;1393.2800000;54825175
RTSI;60;08/07/19;15:00;1393.2900000;1394.1400000;1391.9300000;1393.2500000;47773899
RTSI;60;08/07/19;16:00;1393.2800000;1397.4300000;1392.8500000;1395.8400000;61596861
RTSI;60;08/07/19;17:00;1395.8500000;1397.3000000;1395.2600000;1396.2300000;55130147
RTSI;60;08/07/19;18:00;1396.2100000;1399.5500000;1395.7000000;1399.5500000;78214094
RTSI;60;09/07/19;10:00;1395.3100000;1398.3300000;1394.0600000;1397.4500000;84482323
RTSI;60;09/07/19;11:00;1397.5500000;1399.1600000;1395.2300000;1396.5900000;66074208
RTSI;60;09/07/19;12:00;1396.5100000;1396.5100000;1391.7300000;1392.4400000;63193735
RTSI;60;09/07/19;13:00;1392.4800000;1395.1000000;1392.1800000;1394.3200000;38462997
RTSI;60;09/07/19;14:00;1394.3200000;1396.0500000;1394.1000000;1394.8700000;42203048
RTSI;60;09/07/19;15:00;1394.8800000;1395.8800000;1391.4900000;1393.1500000;50109451
RTSI;60;09/07/19;16:00;1393.1600000;1394.2800000;1391.5000000;1392.1200000;66613207
RTSI;60;09/07/19;17:00;1392.0000000;1393.2200000;1390.7000000;1392.0800000;58879717
RTSI;60;09/07/19;18:00;1392.0800000;1394.8600000;1391.6700000;1394.8600000;86412975
RTSI;60;10/07/19;10:00;1392.0000000;1392.5200000;1386.1500000;1389.7100000;134836205
RTSI;60;10/07/19;11:00;1389.7100000;1395.3700000;1389.0800000;1393.6200000;79286518
RTSI;60;10/07/19;12:00;1393.6300000;1395.4300000;1392.5800000;1392.7100000;54558881
RTSI;60;10/07/19;13:00;1392.7400000;1394.6600000;1391.5800000;1394.6500000;49212468
RTSI;60;10/07/19;14:00;1394.7400000;1395.5700000;1393.7000000;1394.9900000;39519538
RTSI;60;10/07/19;15:00;1394.9900000;1405.7800000;1394.8900000;1404.5000000;116191741
RTSI;60;10/07/19;16:00;1404.5000000;1409.4300000;1404.4900000;1407.8500000;107590971
RTSI;60;10/07/19;17:00;1407.8600000;1408.0900000;1405.1700000;1405.3100000;64042946
RTSI;60;10/07/19;18:00;1405.3000000;1407.6400000;1404.6300000;1407.6400000;91348151
RTSI;60;11/07/19;10:00;1410.2400000;1413.8200000;1408.3900000;1410.0400000;108538680
RTSI;60;11/07/19;11:00;1409.9900000;1410.5300000;1403.7000000;1403.7000000;96465896
RTSI;60;11/07/19;12:00;1403.5000000;1405.2900000;1400.9100000;1401.7200000;71949288
RTSI;60;11/07/19;13:00;1401.6900000;1404.2200000;1399.6500000;1404.2000000;60979636
RTSI;60;11/07/19;14:00;1404.2300000;1405.3000000;1400.8200000;1401.4500000;34777962
RTSI;60;11/07/19;15:00;1401.4400000;1402.9100000;1396.2300000;1398.2400000;54585917
RTSI;60;11/07/19;16:00;1398.3800000;1399.0600000;1394.7300000;1396.3800000;73009697
RTSI;60;11/07/19;17:00;1396.4400000;1397.0700000;1391.5500000;1392.4400000;117306759
RTSI;60;11/07/19;18:00;1392.4500000;1398.8800000;1391.7300000;1398.8800000;91862623
RTSI;60;12/07/19;10:00;1397.9800000;1398.5500000;1379.5000000;1382.3800000;162199085
RTSI;60;12/07/19;11:00;1382.3300000;1387.2400000;1382.1500000;1384.1900000;70248213
RTSI;60;12/07/19;12:00;1384.1900000;1385.8300000;1381.1900000;1382.6300000;43276115
RTSI;60;12/07/19;13:00;1382.6600000;1383.8100000;1382.1600000;1382.5500000;39828940
RTSI;60;12/07/19;14:00;1382.5700000;1385.7900000;1380.7300000;1383.8700000;46524914
RTSI;60;12/07/19;15:00;1383.8600000;1385.5800000;1383.2700000;1384.4600000;42773039
RTSI;60;12/07/19;16:00;1384.3900000;1388.4800000;1383.5500000;1388.1900000;54103635
RTSI;60;12/07/19;17:00;1388.2900000;1389.1600000;1386.3500000;1386.7100000;80814704
RTSI;60;12/07/19;18:00;1386.7600000;1389.2500000;1385.5100000;1387.8700000;70901580
RTSI;60;15/07/19;10:00;1392.9200000;1396.6700000;1386.5900000;1388.1400000;118507605
RTSI;60;15/07/19;11:00;1388.1200000;1391.3900000;1386.9200000;1390.0000000;68813198
RTSI;60;15/07/19;12:00;1389.9800000;1393.8900000;1389.9800000;1392.2200000;60435617
RTSI;60;15/07/19;13:00;1392.2200000;1395.3400000;1391.8600000;1393.1300000;33086309
RTSI;60;15/07/19;14:00;1393.1400000;1393.9400000;1390.5500000;1392.4700000;43663827
RTSI;60;15/07/19;15:00;1392.3900000;1393.5800000;1391.1200000;1392.1700000;47272197
RTSI;60;15/07/19;16:00;1392.1700000;1394.4000000;1389.6100000;1389.7900000;63254991
RTSI;60;15/07/19;17:00;1389.7200000;1391.0200000;1387.6200000;1389.1000000;89917763
RTSI;60;15/07/19;18:00;1389.0600000;1390.0200000;1385.3000000;1386.5200000;99568918
RTSI;60;16/07/19;10:00;1384.5300000;1385.1800000;1378.3900000;1378.3900000;129600205
RTSI;60;16/07/19;11:00;1378.3800000;1380.7100000;1375.0300000;1380.6500000;73998999
RTSI;60;16/07/19;12:00;1380.6500000;1383.3800000;1379.5100000;1380.6800000;47650531
RTSI;60;16/07/19;13:00;1380.6900000;1380.8900000;1375.9700000;1376.9700000;35009310
RTSI;60;16/07/19;14:00;1377.0800000;1377.9000000;1374.8300000;1376.9500000;42096112
RTSI;60;16/07/19;15:00;1376.9700000;1377.3200000;1374.1600000;1374.7000000;58051305
RTSI;60;16/07/19;16:00;1374.7000000;1377.2200000;1372.7600000;1375.6400000;69306859
RTSI;60;16/07/19;17:00;1375.6300000;1381.5800000;1375.4000000;1380.9500000;93552289
RTSI;60;16/07/19;18:00;1380.9100000;1383.0200000;1379.3400000;1382.0900000;111751692
RTSI;60;17/07/19;10:00;1357.0900000;1361.4900000;1354.1100000;1359.3800000;161758553
RTSI;60;17/07/19;11:00;1359.3900000;1365.0700000;1359.3900000;1364.7800000;79336113
RTSI;60;17/07/19;12:00;1364.9600000;1366.2300000;1363.0600000;1365.3100000;60881699
RTSI;60;17/07/19;13:00;1365.3800000;1367.0400000;1364.3600000;1366.7300000;39863015
